dataset,index,raw_label,y_true,pred_label,outcome,method,base_probability,base_target_confidence,n_perturbations,mask_fraction,faithfulness_pearson,faithfulness_spearman,mean_confidence_drop,std_confidence_drop,negative_drop_fraction,mean_attribution_sum,std_attribution_sum,valid_correlation
kepler,713,PC,1,1,TP,saliency,0.5236937999725342,0.5236937999725342,32,0.1,-0.24510848381443429,-0.314516129032258,0.03202683851122856,0.1014225035905838,0.34375,7.178156763315201,1.3556893672356518,True
kepler,713,PC,1,1,TP,integrated_gradients,0.5236937999725342,0.5236937999725342,32,0.1,0.12149849127404856,0.1191348973607038,0.03202683851122856,0.1014225035905838,0.34375,5.025925852358341,0.9307797621196225,True
kepler,713,PC,1,1,TP,occlusion,0.5236937999725342,0.5236937999725342,32,0.1,0.1027208235627013,0.125,0.03202683851122856,0.1014225035905838,0.34375,119.06171011924744,4.087288836939345,True
kepler,713,PC,1,1,TP,consensus,0.5236937999725342,0.5236937999725342,32,0.1,0.04207776394812181,-0.01099706744868035,0.03202683851122856,0.1014225035905838,0.34375,65.74254882335663,2.4951348043980026,True
kepler,725,PC,1,1,TP,saliency,0.5137225985527039,0.5137225985527039,32,0.1,-0.005885226747456573,-0.02126099706744868,-0.08134782314300537,0.12017320841550827,0.65625,4.723203100264072,0.9337562950067178,True
kepler,725,PC,1,1,TP,integrated_gradients,0.5137225985527039,0.5137225985527039,32,0.1,-0.15876076403538994,-0.08577712609970674,-0.08134782314300537,0.12017320841550827,0.65625,3.838976077735424,0.7426864672456049,True
kepler,725,PC,1,1,TP,occlusion,0.5137225985527039,0.5137225985527039,32,0.1,0.1860692227665333,0.22067448680351903,-0.08134782314300537,0.12017320841550827,0.65625,106.69867420196533,3.8146382742586993,True
kepler,725,PC,1,1,TP,consensus,0.5137225985527039,0.5137225985527039,32,0.1,0.12650856973621918,0.18475073313782991,-0.08134782314300537,0.12017320841550827,0.65625,56.40156364440918,2.1218341209862217,True
kepler,729,no-PC,0,0,TN,saliency,1.7728183365761652e-08,0.9999999822718166,32,0.1,0.5145577966088482,0.42018977426033033,5.960464477539063e-08,5.7711950773864373e-08,0.0,9.99848547577858,1.5500947987672609,True
kepler,729,no-PC,0,0,TN,integrated_gradients,1.7728183365761652e-08,0.9999999822718166,32,0.1,0.503469608801463,0.4689599001121376,5.960464477539063e-08,5.7711950773864373e-08,0.0,8.326449289917946,1.440807408199698,True
kepler,729,no-PC,0,0,TN,occlusion,1.7728183365761652e-08,0.9999999822718166,32,0.1,-0.11205240634596401,-0.127569019149487,5.960464477539063e-08,5.7711950773864373e-08,0.0,29.15297245979309,2.9084590785088893,True
kepler,729,no-PC,0,0,TN,consensus,1.7728183365761652e-08,0.9999999822718166,32,0.1,0.1477173818018233,0.1122351804537223,5.960464477539063e-08,5.7711950773864373e-08,0.0,25.941295623779297,1.899546186004316,True
kepler,732,PC,1,1,TP,saliency,0.9419939517974854,0.9419939517974854,32,0.1,0.524608264310955,0.5777126099706744,0.277230829000473,0.12599653005599976,0.0,4.96415226906538,0.9635644368177034,True
kepler,732,PC,1,1,TP,integrated_gradients,0.9419939517974854,0.9419939517974854,32,0.1,0.19107611812769787,0.23680351906158356,0.277230829000473,0.12599653005599976,0.0,5.542528808116913,0.8866709486008141,True
kepler,732,PC,1,1,TP,occlusion,0.9419939517974854,0.9419939517974854,32,0.1,0.3150968970222432,0.3104838709677419,0.277230829000473,0.12599653005599976,0.0,91.06188941001892,3.539457630597527,True
kepler,732,PC,1,1,TP,consensus,0.9419939517974854,0.9419939517974854,32,0.1,0.3915777819885647,0.3544721407624633,0.277230829000473,0.12599653005599976,0.0,54.03387117385864,2.070425111538267,True
kepler,761,PC,1,1,TP,saliency,0.511785626411438,0.511785626411438,32,0.1,0.5057230261233877,0.5084310850439883,0.3147113621234894,0.13070937991142273,0.03125,3.0608048625290394,0.9705162621379673,True
kepler,761,PC,1,1,TP,integrated_gradients,0.511785626411438,0.511785626411438,32,0.1,0.3507458936263877,0.3273460410557184,0.3147113621234894,0.13070937991142273,0.03125,5.243526488542557,0.9131873884538854,True
kepler,761,PC,1,1,TP,occlusion,0.511785626411438,0.511785626411438,32,0.1,0.06452144132043393,0.04875366568914955,0.3147113621234894,0.13070937991142273,0.03125,130.64830565452576,4.017114680798664,True
kepler,761,PC,1,1,TP,consensus,0.511785626411438,0.511785626411438,32,0.1,0.2173670375352586,0.21517595307917886,0.3147113621234894,0.13070937991142273,0.03125,59.86918127536774,1.9212816868424996,True
kepler,764,no-PC,0,1,FP,saliency,0.6417540311813354,0.6417540311813354,32,0.1,-0.18903455156234625,-0.27089442815249265,0.11248262226581573,0.1587262749671936,0.21875,7.4212117195129395,1.1537404083059508,True
kepler,764,no-PC,0,1,FP,integrated_gradients,0.6417540311813354,0.6417540311813354,32,0.1,0.28208558181085275,0.17485337243401758,0.11248262226581573,0.1587262749671936,0.21875,3.9369082525372505,0.8734516727932059,True
kepler,764,no-PC,0,1,FP,occlusion,0.6417540311813354,0.6417540311813354,32,0.1,0.37268362755197765,0.31231671554252194,0.11248262226581573,0.1587262749671936,0.21875,110.49181485176086,5.356150641848323,True
kepler,764,no-PC,0,1,FP,consensus,0.6417540311813354,0.6417540311813354,32,0.1,0.3446510103943189,0.23093841642228732,0.11248262226581573,0.1587262749671936,0.21875,51.69812512397766,2.5944623742710995,True
kepler,769,PC,1,0,FN,saliency,0.17882385849952698,0.821176141500473,32,0.1,0.37338129071656645,0.34274193548387094,-0.05142313241958618,0.07938345521688461,0.75,7.869057759642601,1.9102357983211338,True
kepler,769,PC,1,0,FN,integrated_gradients,0.17882385849952698,0.821176141500473,32,0.1,-0.0830898992918312,-0.11950146627565982,-0.05142313241958618,0.07938345521688461,0.75,4.372712478041649,0.8496014801962924,True
kepler,769,PC,1,0,FN,occlusion,0.17882385849952698,0.821176141500473,32,0.1,0.3276762217304471,0.2782258064516129,-0.05142313241958618,0.07938345521688461,0.75,24.691210210323334,2.671792344480349,True
kepler,769,PC,1,0,FN,consensus,0.17882385849952698,0.821176141500473,32,0.1,0.46691916340144496,0.33687683284457476,-0.05142313241958618,0.07938345521688461,0.75,22.910982728004456,2.055649424304761,True
kepler,770,PC,1,0,FN,saliency,0.21382565796375275,0.7861743420362473,32,0.1,-0.5276066191630187,-0.4945014662756597,-0.13409137725830078,0.07202251255512238,0.875,4.241793103516102,1.0122063400279533,True
kepler,770,PC,1,0,FN,integrated_gradients,0.21382565796375275,0.7861743420362473,32,0.1,-0.47044524209666616,-0.4970674486803519,-0.13409137725830078,0.07202251255512238,0.875,6.542764574289322,1.068308884351983,True
kepler,770,PC,1,0,FN,occlusion,0.21382565796375275,0.7861743420362473,32,0.1,-0.1113898860623426,-0.30901759530791784,-0.13409137725830078,0.07202251255512238,0.875,25.162194550037384,3.8552760169615965,True
kepler,770,PC,1,0,FN,consensus,0.21382565796375275,0.7861743420362473,32,0.1,-0.2955002494191212,-0.4252199413489736,-0.13409137725830078,0.07202251255512238,0.875,15.386916011571884,2.049160400394563,True
kepler,778,PC,1,0,FN,saliency,0.4330843985080719,0.5669156014919281,32,0.1,-0.39846575978790566,-0.35630498533724336,-0.12564758956432343,0.09098026901483536,0.84375,4.662353254854679,1.1142664450494113,True
kepler,778,PC,1,0,FN,integrated_gradients,0.4330843985080719,0.5669156014919281,32,0.1,-0.5282302153007569,-0.4941348973607038,-0.12564758956432343,0.09098026901483536,0.84375,4.503363870084286,0.7047336273136688,True
kepler,778,PC,1,0,FN,occlusion,0.4330843985080719,0.5669156014919281,32,0.1,-0.5002336155598659,-0.5025659824046921,-0.12564758956432343,0.09098026901483536,0.84375,14.020737409591675,3.3625211492537286,True
kepler,778,PC,1,0,FN,consensus,0.4330843985080719,0.5669156014919281,32,0.1,-0.4694691664723009,-0.4721407624633431,-0.12564758956432343,0.09098026901483536,0.84375,15.68795320391655,2.5374979283641497,True
kepler,779,no-PC,0,1,FP,saliency,0.5376517176628113,0.5376517176628113,32,0.1,0.3342368300395802,0.4607771260997067,0.10003231465816498,0.10304747521877289,0.15625,7.228439226746559,1.4838633280186289,True
kepler,779,no-PC,0,1,FP,integrated_gradients,0.5376517176628113,0.5376517176628113,32,0.1,0.6517206247209034,0.7386363636363636,0.10003231465816498,0.10304747521877289,0.15625,5.950561046600342,0.9434810114734197,True
kepler,779,no-PC,0,1,FP,occlusion,0.5376517176628113,0.5376517176628113,32,0.1,0.39355393319468945,0.37866568914956006,0.10003231465816498,0.10304747521877289,0.15625,123.95466995239258,5.366741814405038,True
kepler,779,no-PC,0,1,FP,consensus,0.5376517176628113,0.5376517176628113,32,0.1,0.45295760520816386,0.48020527859237533,0.10003231465816498,0.10304747521877289,0.15625,61.81183207035065,2.844574368139559,True
kepler,791,PC,1,1,TP,saliency,0.9789256453514099,0.9789256453514099,32,0.1,0.23892777460312137,0.38746334310850433,0.04208721965551376,0.043273650109767914,0.15625,5.5118261724710464,1.13261498356361,True
kepler,791,PC,1,1,TP,integrated_gradients,0.9789256453514099,0.9789256453514099,32,0.1,0.22752407205651737,0.3779325513196481,0.04208721965551376,0.043273650109767914,0.15625,5.827661760151386,1.0712642945761968,True
kepler,791,PC,1,1,TP,occlusion,0.9789256453514099,0.9789256453514099,32,0.1,0.3157190454120397,0.3673020527859237,0.04208721965551376,0.043273650109767914,0.15625,85.67233967781067,4.248841731193977,True
kepler,791,PC,1,1,TP,consensus,0.9789256453514099,0.9789256453514099,32,0.1,0.31822387951556536,0.45821114369501453,0.04208721965551376,0.043273650109767914,0.15625,45.11085224151611,2.45900215606846,True
kepler,795,PC,1,1,TP,saliency,0.5344404578208923,0.5344404578208923,32,0.1,0.3384202051484781,0.3673020527859237,0.15475685894489288,0.10957179963588715,0.03125,5.20589491724968,1.120063389288646,True
kepler,795,PC,1,1,TP,integrated_gradients,0.5344404578208923,0.5344404578208923,32,0.1,0.48164007759667354,0.48020527859237533,0.15475685894489288,0.10957179963588715,0.03125,5.194410875439644,0.8842666232306585,True
kepler,795,PC,1,1,TP,occlusion,0.5344404578208923,0.5344404578208923,32,0.1,0.24608550089509534,0.31231671554252194,0.15475685894489288,0.10957179963588715,0.03125,113.59826922416687,4.0255087003052745,True
kepler,795,PC,1,1,TP,consensus,0.5344404578208923,0.5344404578208923,32,0.1,0.37475998827443086,0.4024926686217009,0.15475685894489288,0.10957179963588715,0.03125,55.51778793334961,2.1327994208746053,True
kepler,807,PC,1,1,TP,saliency,0.993385374546051,0.993385374546051,32,0.1,0.06358093475765175,-0.07478005865102638,0.01833566278219223,0.01434407476335764,0.0625,9.42062845826149,1.2247852463309332,True
kepler,807,PC,1,1,TP,integrated_gradients,0.993385374546051,0.993385374546051,32,0.1,0.2135005949753322,0.22470674486803516,0.01833566278219223,0.01434407476335764,0.0625,4.588594481348991,0.8394624117750922,True
kepler,807,PC,1,1,TP,occlusion,0.993385374546051,0.993385374546051,32,0.1,0.35946980055833183,0.3537390029325513,0.01833566278219223,0.01434407476335764,0.0625,54.149444341659546,3.4702165402218546,True
kepler,807,PC,1,1,TP,consensus,0.993385374546051,0.993385374546051,32,0.1,0.29106951651523566,0.3277126099706744,0.01833566278219223,0.01434407476335764,0.0625,36.94114500284195,2.210994112165687,True
kepler,817,no-PC,0,1,FP,saliency,0.9881716370582581,0.9881716370582581,32,0.1,0.4719074159887488,0.43108504398826974,0.013540193438529968,0.011674259789288044,0.0625,7.839510306715965,1.0985068795801183,True
kepler,817,no-PC,0,1,FP,integrated_gradients,0.9881716370582581,0.9881716370582581,32,0.1,0.2530919319390795,0.3049853372434017,0.013540193438529968,0.011674259789288044,0.0625,6.893547609448433,1.1899125981167924,True
kepler,817,no-PC,0,1,FP,occlusion,0.9881716370582581,0.9881716370582581,32,0.1,0.2154742640580122,0.08101173020527859,0.013540193438529968,0.011674259789288044,0.0625,46.68897342681885,3.0006037593648394,True
kepler,817,no-PC,0,1,FP,consensus,0.9881716370582581,0.9881716370582581,32,0.1,0.35448517756441256,0.2448680351906158,0.013540193438529968,0.011674259789288044,0.0625,28.153326332569122,1.804005895807357,True
kepler,849,no-PC,0,0,TN,saliency,0.43596452474594116,0.5640354752540588,32,0.1,-0.39859125688225294,-0.3863636363636363,-0.08528175950050354,0.17540065944194794,0.625,6.084917038679123,1.0946984281467602,True
kepler,849,no-PC,0,0,TN,integrated_gradients,0.43596452474594116,0.5640354752540588,32,0.1,-0.23603981701258447,-0.2756598240469208,-0.08528175950050354,0.17540065944194794,0.625,11.98589912056923,1.0456875511230888,True
kepler,849,no-PC,0,0,TN,occlusion,0.43596452474594116,0.5640354752540588,32,0.1,-0.04272260763163198,-0.06744868035190615,-0.08528175950050354,0.17540065944194794,0.625,2.9495710879564285,0.9672594535242214,True
kepler,849,no-PC,0,0,TN,consensus,0.43596452474594116,0.5640354752540588,32,0.1,-0.35234359409069105,-0.3958944281524926,-0.08528175950050354,0.17540065944194794,0.625,11.003045678138733,1.2552172277156566,True
kepler,859,no-PC,0,0,TN,saliency,0.4497238099575043,0.5502761900424957,32,0.1,-0.22770464738590382,-0.22910557184750727,-0.16779020428657532,0.0871904194355011,0.96875,6.625523328781128,1.1697198595299498,True
kepler,859,no-PC,0,0,TN,integrated_gradients,0.4497238099575043,0.5502761900424957,32,0.1,-0.5144537898078693,-0.4853372434017595,-0.16779020428657532,0.0871904194355011,0.96875,3.6515927612781525,0.9118247641357238,True
kepler,859,no-PC,0,0,TN,occlusion,0.4497238099575043,0.5502761900424957,32,0.1,-0.41772376812286716,-0.3255131964809384,-0.16779020428657532,0.0871904194355011,0.96875,14.86971828341484,3.6622693843440515,True
kepler,859,no-PC,0,0,TN,consensus,0.4497238099575043,0.5502761900424957,32,0.1,-0.38388267165894063,-0.27932551319648086,-0.16779020428657532,0.0871904194355011,0.96875,17.75214171409607,3.1748413668473874,True
kepler,864,PC,1,0,FN,saliency,0.0036998174618929625,0.996300182538107,32,0.1,0.26100949173762045,0.37719941348973607,-0.0023519136011600494,0.0006592246354557574,0.96875,7.500361815094948,1.3128967576449875,True
kepler,864,PC,1,0,FN,integrated_gradients,0.0036998174618929625,0.996300182538107,32,0.1,-0.20380410835567825,-0.24780058651026388,-0.0023519136011600494,0.0006592246354557574,0.96875,7.388875529170036,0.7802720293336999,True
kepler,864,PC,1,0,FN,occlusion,0.0036998174618929625,0.996300182538107,32,0.1,-0.07603498965770691,-0.016129032258064516,-0.0023519136011600494,0.0006592246354557574,0.96875,26.219329357147217,2.938798941935577,True
kepler,864,PC,1,0,FN,consensus,0.0036998174618929625,0.996300182538107,32,0.1,0.05206814886560317,0.07807917888563048,-0.0023519136011600494,0.0006592246354557574,0.96875,17.300957769155502,1.5143050981769173,True
kepler,891,no-PC,0,1,FP,saliency,0.9623412489891052,0.9623412489891052,32,0.1,-0.13030745083476472,-0.0018328445747800585,0.03104122169315815,0.02665337175130844,0.125,7.869876012206078,1.3477007618223937,True
kepler,891,no-PC,0,1,FP,integrated_gradients,0.9623412489891052,0.9623412489891052,32,0.1,0.3778045678588392,0.25183284457478,0.03104122169315815,0.02665337175130844,0.125,3.760487474501133,0.7998457068865071,True
kepler,891,no-PC,0,1,FP,occlusion,0.9623412489891052,0.9623412489891052,32,0.1,0.3784332614079975,0.32991202346041054,0.03104122169315815,0.02665337175130844,0.125,75.63172364234924,3.972980032216372,True
kepler,891,no-PC,0,1,FP,consensus,0.9623412489891052,0.9623412489891052,32,0.1,0.33857872658802524,0.2107771260997067,0.03104122169315815,0.02665337175130844,0.125,43.14270496368408,2.1778496265656258,True
kepler,917,PC,1,0,FN,saliency,0.29757869243621826,0.7024213075637817,32,0.1,-0.020068164514321068,0.1066715542521994,-0.20213583111763,0.10161230713129044,0.90625,5.507465988397598,0.9578611072966989,True
kepler,917,PC,1,0,FN,integrated_gradients,0.29757869243621826,0.7024213075637817,32,0.1,-0.23211343093647654,-0.1411290322580645,-0.20213583111763,0.10161230713129044,0.90625,6.736909940838814,1.0249257834927636,True
kepler,917,PC,1,0,FN,occlusion,0.29757869243621826,0.7024213075637817,32,0.1,-0.03992410442748855,-0.13196480938416422,-0.20213583111763,0.10161230713129044,0.90625,28.11838334798813,3.84065849204035,True
kepler,917,PC,1,0,FN,consensus,0.29757869243621826,0.7024213075637817,32,0.1,0.045054201763474744,0.09640762463343108,-0.20213583111763,0.10161230713129044,0.90625,25.040030777454376,2.2094527564252817,True
kepler,939,PC,1,1,TP,saliency,0.9949586391448975,0.9949586391448975,32,0.1,0.11073617170437228,0.23350439882697946,0.04168891906738281,0.05232040584087372,0.03125,8.033176496624947,1.4058729452809902,True
kepler,939,PC,1,1,TP,integrated_gradients,0.9949586391448975,0.9949586391448975,32,0.1,0.13973345875528703,0.07441348973607037,0.04168891906738281,0.05232040584087372,0.03125,4.966386549174786,0.7790269754027421,True
kepler,939,PC,1,1,TP,occlusion,0.9949586391448975,0.9949586391448975,32,0.1,0.15558714220151423,-0.08541055718475073,0.04168891906738281,0.05232040584087372,0.03125,76.3959743976593,3.746476800550927,True
kepler,939,PC,1,1,TP,consensus,0.9949586391448975,0.9949586391448975,32,0.1,0.1568564085149,0.01099706744868035,0.04168891906738281,0.05232040584087372,0.03125,41.79794251918793,2.026367372375626,True
kepler,957,PC,1,1,TP,saliency,0.5344957113265991,0.5344957113265991,32,0.1,-0.02858766328618292,-0.06231671554252198,0.14896605908870697,0.07642149180173874,0.03125,5.670992866158485,1.08697868389229,True
kepler,957,PC,1,1,TP,integrated_gradients,0.5344957113265991,0.5344957113265991,32,0.1,0.057909860952094876,-0.027492668621700876,0.14896605908870697,0.07642149180173874,0.03125,6.039915964007378,0.8525627049344422,True
kepler,957,PC,1,1,TP,occlusion,0.5344957113265991,0.5344957113265991,32,0.1,-0.03900234497044158,-0.12829912023460407,0.14896605908870697,0.07642149180173874,0.03125,114.86854815483093,3.871370494939581,True
kepler,957,PC,1,1,TP,consensus,0.5344957113265991,0.5344957113265991,32,0.1,-0.0521823905928739,-0.1510263929618768,0.14896605908870697,0.07642149180173874,0.03125,59.374478340148926,2.119737984080102,True
kepler,962,no-PC,0,1,FP,saliency,0.5074763298034668,0.5074763298034668,32,0.1,0.09626653936251109,0.059384164222873896,0.1971321851015091,0.14920590817928314,0.0625,5.906912341713905,0.948233262287765,True
kepler,962,no-PC,0,1,FP,integrated_gradients,0.5074763298034668,0.5074763298034668,32,0.1,0.5637726192973209,0.5568181818181818,0.1971321851015091,0.14920590817928314,0.0625,4.591541439294815,0.7045997840667947,True
kepler,962,no-PC,0,1,FP,occlusion,0.5074763298034668,0.5074763298034668,32,0.1,0.2361274816751411,0.2214076246334311,0.1971321851015091,0.14920590817928314,0.0625,133.34363770484924,4.009311566478127,True
kepler,962,no-PC,0,1,FP,consensus,0.5074763298034668,0.5074763298034668,32,0.1,0.3667343348551787,0.3192815249266862,0.1971321851015091,0.14920590817928314,0.0625,58.63979196548462,1.734763627309775,True
kepler,989,no-PC,0,1,FP,saliency,0.6700196862220764,0.6700196862220764,32,0.1,0.20768533895474695,0.25476539589442815,0.124183289706707,0.08141583204269409,0.09375,5.515649579465389,1.1657572932875013,True
kepler,989,no-PC,0,1,FP,integrated_gradients,0.6700196862220764,0.6700196862220764,32,0.1,0.2539128115868559,0.2730938416422287,0.124183289706707,0.08141583204269409,0.09375,5.800892151892185,0.9916792240557976,True
kepler,989,no-PC,0,1,FP,occlusion,0.6700196862220764,0.6700196862220764,32,0.1,-0.0015655447128058951,-0.01282991202346041,0.124183289706707,0.08141583204269409,0.09375,109.3689317703247,3.3003250188567725,True
kepler,989,no-PC,0,1,FP,consensus,0.6700196862220764,0.6700196862220764,32,0.1,0.07199177225195257,0.06744868035190615,0.124183289706707,0.08141583204269409,0.09375,59.64588010311127,2.0450975868871413,True
kepler,991,PC,1,1,TP,saliency,0.7727843523025513,0.7727843523025513,32,0.1,0.2911156491309978,0.17741935483870966,0.17342084646224976,0.13285429775714874,0.125,3.9376989603042603,1.3006047442507431,True
kepler,991,PC,1,1,TP,integrated_gradients,0.7727843523025513,0.7727843523025513,32,0.1,0.521227603034895,0.4182551319648093,0.17342084646224976,0.13285429775714874,0.125,4.942196190357208,1.1344762643123532,True
kepler,991,PC,1,1,TP,occlusion,0.7727843523025513,0.7727843523025513,32,0.1,0.48175644377408616,0.3581378299120234,0.17342084646224976,0.13285429775714874,0.125,87.64050531387329,3.7288761568592452,True
kepler,991,PC,1,1,TP,consensus,0.7727843523025513,0.7727843523025513,32,0.1,0.5698602668738643,0.41495601173020524,0.17342084646224976,0.13285429775714874,0.125,45.78844940662384,2.1268730347902713,True
kepler,1001,no-PC,0,0,TN,saliency,1.5160860300511558e-07,0.999999848391397,32,0.1,0.24674476294177153,0.23511600415497003,6.51925802230835e-08,8.734594558745812e-08,0.09375,15.413839876651764,1.625610993422974,True
kepler,1001,no-PC,0,0,TN,integrated_gradients,1.5160860300511558e-07,0.999999848391397,32,0.1,-0.2545054113456504,-0.2687580047494915,6.51925802230835e-08,8.734594558745812e-08,0.09375,8.96009837090969,0.9846995898667872,True
kepler,1001,no-PC,0,0,TN,occlusion,1.5160860300511558e-07,0.999999848391397,32,0.1,0.20282552207561866,0.08353800147628358,6.51925802230835e-08,8.734594558745812e-08,0.09375,37.01264625787735,2.815830162501569,True
kepler,1001,no-PC,0,0,TN,consensus,1.5160860300511558e-07,0.999999848391397,32,0.1,0.1584536874515059,0.04233600074816181,6.51925802230835e-08,8.734594558745812e-08,0.09375,32.78428089618683,1.7864306264902332,True
kepler,1009,no-PC,0,0,TN,saliency,1.9672982687346519e-10,0.9999999998032701,32,0.1,,,0.0,0.0,0.0,12.560336351394653,1.8160041985627868,False
kepler,1009,no-PC,0,0,TN,integrated_gradients,1.9672982687346519e-10,0.9999999998032701,32,0.1,,,0.0,0.0,0.0,16.986343175172806,1.4975295400533986,False
kepler,1009,no-PC,0,0,TN,occlusion,1.9672982687346519e-10,0.9999999998032701,32,0.1,,,0.0,0.0,0.0,0.0,0.0,False
kepler,1009,no-PC,0,0,TN,consensus,1.9672982687346519e-10,0.9999999998032701,32,0.1,,,0.0,0.0,0.0,14.969247609376907,1.545333946154022,False
kepler,1020,PC,1,0,FN,saliency,0.05298539623618126,0.9470146037638187,32,0.1,0.11077110187825938,0.19281524926686217,-0.0033450331538915634,0.03128901124000549,0.6875,8.40078654885292,1.2365503200484942,True
kepler,1020,PC,1,0,FN,integrated_gradients,0.05298539623618126,0.9470146037638187,32,0.1,-0.13013644746163505,-0.11730205278592375,-0.0033450331538915634,0.03128901124000549,0.6875,9.638474360108376,1.3107188377444312,True
kepler,1020,PC,1,0,FN,occlusion,0.05298539623618126,0.9470146037638187,32,0.1,0.2769377535676397,0.23423753665689148,-0.0033450331538915634,0.03128901124000549,0.6875,24.309965789318085,3.7023628230111703,True
kepler,1020,PC,1,0,FN,consensus,0.05298539623618126,0.9470146037638187,32,0.1,0.14966751065581388,0.1755865102639296,-0.0033450331538915634,0.03128901124000549,0.6875,22.9803546667099,2.4585304071742993,True
kepler,1024,no-PC,0,1,FP,saliency,0.536618173122406,0.536618173122406,32,0.1,0.5186039097747795,0.6015395894428153,0.06443029642105103,0.058509837836027145,0.09375,5.627659618854523,1.1178533142816278,True
kepler,1024,no-PC,0,1,FP,integrated_gradients,0.536618173122406,0.536618173122406,32,0.1,0.3049877367355726,0.4974340175953078,0.06443029642105103,0.058509837836027145,0.09375,4.199642106890678,0.9422933749264489,True
kepler,1024,no-PC,0,1,FP,occlusion,0.536618173122406,0.536618173122406,32,0.1,0.36892053159133836,0.27419354838709675,0.06443029642105103,0.058509837836027145,0.09375,113.43393778800964,5.019120242798926,True
kepler,1024,no-PC,0,1,FP,consensus,0.536618173122406,0.536618173122406,32,0.1,0.4662166161656813,0.4270527859237536,0.06443029642105103,0.058509837836027145,0.09375,60.955525159835815,2.871873356139939,True
kepler,1027,PC,1,1,TP,saliency,0.9885944724082947,0.9885944724082947,32,0.1,0.25529558991640344,0.2591642228739003,0.11891031265258789,0.10188259929418564,0.0,3.7251842953264713,0.7817606429587943,True
kepler,1027,PC,1,1,TP,integrated_gradients,0.9885944724082947,0.9885944724082947,32,0.1,0.22227532542516196,0.3614369501466275,0.11891031265258789,0.10188259929418564,0.0,5.276888072490692,0.8691704910098204,True
kepler,1027,PC,1,1,TP,occlusion,0.9885944724082947,0.9885944724082947,32,0.1,0.030309502666321216,0.01099706744868035,0.11891031265258789,0.10188259929418564,0.0,53.46493577957153,2.6799265346191765,True
kepler,1027,PC,1,1,TP,consensus,0.9885944724082947,0.9885944724082947,32,0.1,0.014383070190831902,0.031524926686217,0.11891031265258789,0.10188259929418564,0.0,38.40637648105621,1.805082202620166,True
kepler,1028,no-PC,0,1,FP,saliency,0.5730385184288025,0.5730385184288025,32,0.1,0.27378348489213244,0.22397360703812316,0.12441281974315643,0.0596504881978035,0.0625,3.977158837020397,0.9968715098916657,True
kepler,1028,no-PC,0,1,FP,integrated_gradients,0.5730385184288025,0.5730385184288025,32,0.1,0.38102651938331417,0.44574780058651026,0.12441281974315643,0.0596504881978035,0.0625,5.303220704197884,0.8762719142590222,True
kepler,1028,no-PC,0,1,FP,occlusion,0.5730385184288025,0.5730385184288025,32,0.1,0.12366393605154576,0.1854838709677419,0.12441281974315643,0.0596504881978035,0.0625,69.0743705034256,3.3803130241922785,True
kepler,1028,no-PC,0,1,FP,consensus,0.5730385184288025,0.5730385184288025,32,0.1,0.2122235842511597,0.2412023460410557,0.12441281974315643,0.0596504881978035,0.0625,37.118146538734436,1.9991134179748036,True
kepler,1078,no-PC,0,1,FP,saliency,0.7311086058616638,0.7311086058616638,32,0.1,-0.22185813084990194,-0.1378299120234604,0.1675778031349182,0.14562703669071198,0.15625,5.081178344786167,0.8277641335698908,True
kepler,1078,no-PC,0,1,FP,integrated_gradients,0.7311086058616638,0.7311086058616638,32,0.1,0.5567135239347858,0.6341642228739002,0.1675778031349182,0.14562703669071198,0.15625,4.46359246969223,0.7496434431374016,True
kepler,1078,no-PC,0,1,FP,occlusion,0.7311086058616638,0.7311086058616638,32,0.1,0.22925763965479773,0.08394428152492668,0.1675778031349182,0.14562703669071198,0.15625,88.2581193447113,4.1560236112921585,True
kepler,1078,no-PC,0,1,FP,consensus,0.7311086058616638,0.7311086058616638,32,0.1,0.26929677485207487,0.1543255131964809,0.1675778031349182,0.14562703669071198,0.15625,50.07202756404877,2.0715091082444776,True
kepler,1094,no-PC,0,1,FP,saliency,0.7795649170875549,0.7795649170875549,32,0.1,0.4037179918716,0.37903225806451607,0.207924947142601,0.13567416369915009,0.03125,5.902942970395088,1.2897901582953188,True
kepler,1094,no-PC,0,1,FP,integrated_gradients,0.7795649170875549,0.7795649170875549,32,0.1,0.5854911926305509,0.5032991202346041,0.207924947142601,0.13567416369915009,0.03125,6.073722377419472,1.2836083623911467,True
kepler,1094,no-PC,0,1,FP,occlusion,0.7795649170875549,0.7795649170875549,32,0.1,0.23559196426024315,0.25329912023460405,0.207924947142601,0.13567416369915009,0.03125,94.21656346321106,3.9262865552828554,True
kepler,1094,no-PC,0,1,FP,consensus,0.7795649170875549,0.7795649170875549,32,0.1,0.39404540184554376,0.4050586510263929,0.207924947142601,0.13567416369915009,0.03125,42.17280316352844,2.2257749909495748,True
kepler,1098,PC,1,0,FN,saliency,0.377028226852417,0.622971773147583,32,0.1,-0.18759427284845728,-0.27602639296187675,-0.22598084807395935,0.12752564251422882,0.875,4.909693531692028,1.2494853300391,True
kepler,1098,PC,1,0,FN,integrated_gradients,0.377028226852417,0.622971773147583,32,0.1,-0.35282516673080816,-0.4354838709677419,-0.22598084807395935,0.12752564251422882,0.875,9.44693361222744,1.4499988275684292,True
