dataset,index,raw_label,y_true,pred_label,outcome,probability,target_confidence,mc_std,global_focus_count,local_focus_count,total_focus_count,global_central_focus_count,local_central_focus_count,global_central_focus_fraction,local_central_focus_fraction,global_focus_density,local_focus_density,global_attention_position_variance,local_attention_position_variance,mean_attention_position_variance,global_attention_entropy,local_attention_entropy,mean_attention_entropy,global_central_importance_ratio,local_central_importance_ratio,mean_central_importance_ratio,global_peak_distance_to_center,local_peak_distance_to_center
kepler,345,PC,1,1,TP,0.8159105777740479,0.8159105777740479,0.016835177317261696,4,1,5,1,1,0.25,1.0,0.07446276861569215,0.029850746268656716,0.04870545064754754,0.035981407127892065,0.0423434288877198,0.8404985334996613,0.892184203365702,0.8663413684326817,0.21932971982432423,0.4718030313782007,0.34556637560126247,964.0,2.0
kepler,346,no-PC,0,0,TN,5.878159754502121e-07,0.9999994121840245,2.777531733499927e-07,4,3,7,2,0,0.5,0.0,0.10044977511244378,0.1044776119402985,0.048481875827816975,0.08000924750106062,0.06424556166443879,0.8597762061613694,0.9278254332138288,0.8938008196875991,0.4984569906933645,0.07437916114314302,0.28641807591825375,93.0,23.0
kepler,347,no-PC,0,0,TN,2.0847097914611368e-07,0.9999997915290209,1.1619280115837682e-07,1,2,3,1,0,1.0,0.0,0.028985507246376812,0.1044776119402985,0.05590974871897487,0.07301402346829311,0.06446188609363399,0.818717644167306,0.884240096534923,0.8514788703511145,0.5272642188633451,0.07402468409991222,0.30064445148162866,59.0,43.0
kepler,348,no-PC,0,0,TN,1.67894495461951e-06,0.9999983210550454,5.88389809763612e-07,4,2,6,2,0,0.5,0.0,0.09045477261369315,0.09950248756218906,0.052063846398455176,0.08315303009184888,0.06760843824515203,0.8606066326626983,0.9403882244589687,0.9004974285608336,0.35474883436564736,0.1349027114823234,0.24482577292398539,152.0,73.0
kepler,349,no-PC,0,0,TN,0.001433833152987063,0.9985661668470129,0.0003543866623658687,2,1,3,1,1,0.5,1.0,0.04397801099450275,0.024875621890547265,0.06923940328572145,0.03449217831151491,0.05186579079861818,0.7737845704950096,0.8415536278014945,0.807669099148252,0.3529148568521267,0.5595338315431054,0.45622434419761604,165.0,1.0
kepler,350,no-PC,0,0,TN,0.00011148690100526437,0.9998885130989947,3.6688528780359775e-05,2,1,3,1,0,0.5,0.0,0.054972513743128434,0.029850746268656716,0.059455246752644964,0.020424059120286643,0.0399396529364658,0.8591620922630877,0.801486916861016,0.8303245045620519,0.5190524026589043,0.23622006972553133,0.3776362361922178,21.0,24.0
kepler,351,no-PC,0,0,TN,2.7079732944912394e-07,0.9999997292026706,1.5666765307287278e-07,4,3,7,1,0,0.25,0.0,0.09095452273863068,0.1044776119402985,0.07650521722657577,0.07532410715912767,0.07591466219285173,0.8294850637062325,0.9246735895753072,0.8770793266407699,0.25775015864129314,0.08239984233540472,0.17007500048834892,620.0,33.0
kepler,352,no-PC,0,0,TN,0.00026898732176050544,0.9997310126782395,7.208852184703574e-05,3,3,6,1,0,0.3333333333333333,0.0,0.05697151424287856,0.0945273631840796,0.08133883711836604,0.0934345186628461,0.08738667789060607,0.8314724240565654,0.9423067355372113,0.8868895797968883,0.3035044406258545,0.09244419068957044,0.19797431565771248,196.0,74.0
kepler,353,no-PC,0,0,TN,1.7425163605366834e-06,0.9999982574836395,7.564466386611457e-07,2,4,6,0,0,0.0,0.0,0.02948525737131434,0.09950248756218906,0.11745418132376319,0.08415110302512502,0.1008026421744441,0.7737153980411356,0.9393462067786467,0.8565308024098912,0.19534506145711755,0.09225206151802232,0.14379856148756992,814.0,46.0
kepler,354,no-PC,0,0,TN,5.413559392764e-06,0.9999945864406072,1.9428273390076356e-06,4,3,7,1,0,0.25,0.0,0.09845077461269365,0.0945273631840796,0.0882282395341138,0.06882503031440311,0.07852663492425846,0.8452799323354258,0.9220162041004647,0.8836480682179453,0.21085034963058114,0.08075601214854548,0.14580318088956332,764.0,32.0
kepler,355,no-PC,0,0,TN,5.36050048793868e-09,0.9999999946394995,3.868975362308902e-09,5,2,7,1,0,0.2,0.0,0.09095452273863068,0.1044776119402985,0.07555303975132857,0.07530923708020906,0.07543113841576882,0.8823920577386383,0.9212150743650566,0.9018035660518474,0.26367921262502725,0.07887938894282409,0.17127930078392567,561.0,35.0
kepler,356,no-PC,0,0,TN,0.0009890141664072871,0.9990109858335927,0.00026665517361834645,1,4,5,0,0,0.0,0.0,0.018490754622688656,0.1044776119402985,0.0935839248948116,0.0765319878633638,0.0850579563790877,0.7103953018192468,0.9362135569253126,0.8233044293722798,0.025484158308379176,0.1082705005435079,0.06687732942594354,984.0,57.0
kepler,357,no-PC,0,0,TN,3.93789072461459e-08,0.9999999606210928,2.3024687934025678e-08,5,3,8,1,0,0.2,0.0,0.09895052473763119,0.06965174129353234,0.08939145395466544,0.09084672350718324,0.09011908873092433,0.8790586906250796,0.934015157198816,0.9065369239119478,0.18198783045586758,0.1422667826300249,0.16212730654294624,914.0,80.0
kepler,358,PC,1,1,TP,0.9634194374084473,0.9634194374084473,0.004109926056116819,1,4,5,0,4,0.0,1.0,0.02048975512243878,0.09950248756218906,0.04441991096703794,0.023339922344407314,0.033879916655722625,0.7655033410888838,0.8340473103785647,0.7997753257337243,0.08574768325834466,0.6340870178876175,0.3599173505729811,337.0,2.0
kepler,359,PC,1,1,TP,0.9779636859893799,0.9779636859893799,0.00240961997769773,2,4,6,0,2,0.0,0.5,0.03398300849575212,0.07960199004975124,0.09154165480063367,0.03786260147862365,0.06470212813962867,0.8139147247381822,0.8880079287342574,0.8509613267362197,0.12539977225343102,0.43607485840125126,0.28073731532734114,527.0,0.0
kepler,360,no-PC,0,0,TN,3.0347109269968087e-09,0.9999999969652891,2.5794906211018542e-09,2,2,4,1,0,0.5,0.0,0.030984507746126936,0.07960199004975124,0.1043051484519171,0.07499438269379166,0.08964976557285438,0.7676428777021816,0.9225285496085228,0.8450857136553522,0.3561191089445842,0.04095143539147533,0.19853527216802977,983.0,48.0
kepler,361,PC,1,1,TP,0.8781433701515198,0.8781433701515198,0.014568685553967953,1,5,6,0,4,0.0,0.8,0.01999000499750125,0.09950248756218906,0.06820032544348381,0.021178835517808393,0.0446895804806461,0.7230765811761299,0.8377824206254261,0.780429500900778,0.339284093275785,0.5408951045440288,0.4400895989099069,975.0,1.0
kepler,362,no-PC,0,0,TN,2.722369936236646e-05,0.9999727763006376,1.0709540219977498e-05,3,4,7,1,0,0.3333333333333333,0.0,0.047476261869065464,0.08955223880597014,0.08540163130132065,0.08540523349460377,0.08540343239796222,0.7594958064042457,0.9567229685327054,0.8581093874684755,0.47607188918940346,0.12192490981616234,0.2989983995027829,4.0,47.0
kepler,363,no-PC,0,0,TN,0.0002941480779554695,0.9997058519220445,0.00011164155876031145,2,1,3,0,1,0.0,1.0,0.0399800099950025,0.03482587064676617,0.1547891738203534,0.020586875094624285,0.08768802445748884,0.8511929785300153,0.7872968616513208,0.8192449200906681,0.05454186644792086,0.70831235204111,0.3814271092445154,982.0,1.0
kepler,364,no-PC,0,0,TN,0.015129939652979374,0.9848700603470206,0.002387124113738537,3,4,7,0,0,0.0,0.0,0.09095452273863068,0.0945273631840796,0.017535810084247913,0.07855040861680544,0.04804310935052668,0.8262859382068112,0.9374243742758991,0.8818551562413551,0.16809435020221528,0.14052767268906993,0.1543110114456426,242.0,69.0
kepler,365,no-PC,0,0,TN,6.840955757070333e-05,0.9999315904424293,2.0554773072944954e-05,4,4,8,1,0,0.25,0.0,0.10044977511244378,0.09950248756218906,0.08873993682917486,0.08351978346647826,0.08612986014782656,0.8405233169053834,0.9447073297006129,0.8926153233029981,0.2585123828240167,0.10969097781900727,0.18410168032151197,182.0,51.0
kepler,366,PC,1,1,TP,0.9873481392860413,0.9873481392860413,0.002606835914775729,3,3,6,1,3,0.3333333333333333,1.0,0.08495752123938032,0.05970149253731343,0.08594667551969012,0.013437166064956589,0.04969192079232336,0.8341286289362498,0.7621654201892731,0.7981470245627615,0.4954628064161914,0.7164332295735486,0.60594801799487,27.0,1.0
kepler,367,no-PC,0,0,TN,7.004479357419768e-06,0.9999929955206426,4.025496309623122e-06,2,3,5,0,0,0.0,0.0,0.03298350824587706,0.0845771144278607,0.006825967917069671,0.10063018894413872,0.0537280784306042,0.7107509581889487,0.9489057712458534,0.8298283647174011,0.06000241486553994,0.09292625816946029,0.07646433651750012,328.0,87.0
kepler,368,no-PC,0,0,TN,2.159892210329417e-05,0.9999784010778967,8.838333997118752e-06,4,2,6,2,0,0.5,0.0,0.0879560219890055,0.07960199004975124,0.12189807458896398,0.0835099068920892,0.1027039907405266,0.8401734020671427,0.9126231538135879,0.8763982779403654,0.36488132430147424,0.08777687074720486,0.22632909752433955,918.0,28.0
kepler,369,no-PC,0,0,TN,8.974909349035443e-08,0.9999999102509065,5.844859174430894e-08,3,4,7,1,0,0.3333333333333333,0.0,0.08495752123938032,0.0945273631840796,0.06402710175638796,0.07404106162515708,0.06903408169077252,0.7964313294849362,0.9373711324866005,0.8669012309857684,0.2688601666997178,0.08882779633202162,0.17884398151586972,644.0,39.0
kepler,370,no-PC,0,0,TN,2.27192299462331e-06,0.9999977280770054,1.1562883628357667e-06,2,3,5,0,0,0.0,0.0,0.037481259370314844,0.1044776119402985,0.06331483033329217,0.07726496804576916,0.07028989918953066,0.8262175011614901,0.9386585960525977,0.8824380486070439,0.11047621985894693,0.10271100973611672,0.10659361479753182,539.0,45.0
kepler,371,no-PC,0,0,TN,1.749414877849631e-05,0.9999825058512215,7.625872967764735e-06,1,5,6,0,1,0.0,0.2,0.02048975512243878,0.0845771144278607,0.06188242962535068,0.09386531859205213,0.0778738741087014,0.7608993061983578,0.9425473205849595,0.8517233133916586,0.13895492836146422,0.10856920802724909,0.12376206819435666,666.0,47.0
kepler,372,no-PC,0,0,TN,8.731811249163002e-06,0.9999912681887508,5.572468580794521e-06,3,1,4,0,1,0.0,1.0,0.06696651674162919,0.03482587064676617,0.14216100830514475,0.017792766123606314,0.07997688721437553,0.836321828146597,0.7691698177806434,0.8027458229636202,0.19880883911201136,0.6962861581595562,0.4475474986357838,856.0,1.0
kepler,373,no-PC,0,0,TN,5.5288423027377576e-05,0.9999447115769726,2.1812275008414872e-05,1,5,6,0,0,0.0,0.0,0.015992003998001,0.09950248756218906,0.08475670952474099,0.09402360555764541,0.0893901575411932,0.6516575143471006,0.9531817684344904,0.8024196413907956,0.023083550686080697,0.09247617417788842,0.05777986243198456,983.0,84.0
kepler,374,no-PC,0,0,TN,0.4195147752761841,0.5804852247238159,0.018098194152116776,1,1,2,0,1,0.0,1.0,0.017491254372813594,0.03980099502487562,0.027172437829147928,0.03923372661331177,0.03320308222122985,0.7900573001388342,0.8661721115312525,0.8281147058350433,0.34432863559603677,0.48520625665725386,0.4147674461266453,270.0,2.0
kepler,375,no-PC,0,0,TN,2.6123393581656273e-07,0.9999997387660642,1.2645057267945958e-07,1,4,5,1,1,1.0,0.25,0.035982008995502246,0.1044776119402985,0.06417433137630134,0.07724036472430762,0.07070734805030449,0.8098248463099567,0.9375216787476262,0.8736732625287914,0.5977099268527728,0.14231942827581004,0.3700146775642914,19.0,78.0
kepler,376,no-PC,0,0,TN,4.174687637714669e-05,0.9999582531236229,1.3341363228391856e-05,2,3,5,0,0,0.0,0.0,0.031984007996002,0.07960199004975124,0.09268521087619266,0.0733892528670009,0.08303723187159678,0.812640250136879,0.9028787203097236,0.8577594852233013,0.19074940253083308,0.14575807533826943,0.16825373893455126,761.0,27.0
kepler,377,no-PC,0,0,TN,5.748391913584783e-07,0.9999994251608086,2.5612573040234565e-07,3,3,6,1,0,0.3333333333333333,0.0,0.07296351824087956,0.1044776119402985,0.07630097984420722,0.0884848568317366,0.08239291833797191,0.8296340862707435,0.9255889450122541,0.8776115156414988,0.25713529383172734,0.08618662088090384,0.1716609573563156,508.0,30.0
kepler,378,no-PC,0,0,TN,0.23656754195690155,0.7634324580430984,0.035194624215364456,2,5,7,0,3,0.0,0.6,0.03648175912043978,0.08955223880597014,0.1735836548169602,0.04517806258366883,0.10938085870031451,0.7416038843294267,0.8936991854552649,0.8176515348923459,0.23676217847762143,0.41792582835414593,0.32734400341588366,982.0,1.0
kepler,379,no-PC,0,0,TN,2.306695023435168e-06,0.9999976933049766,9.356596706311393e-07,3,5,8,1,0,0.3333333333333333,0.0,0.079960019990005,0.1044776119402985,0.044442091882398733,0.08378693118192021,0.06411451153215947,0.8229657491875556,0.8892936427220451,0.8561296959548004,0.4004337162295743,0.09438798449429432,0.2474108503619343,523.0,27.0
kepler,380,no-PC,0,0,TN,5.1762398811661114e-08,0.9999999482376012,6.121312168261284e-08,3,3,6,1,2,0.3333333333333333,0.6666666666666666,0.07296351824087956,0.06965174129353234,0.17823439275670172,0.05447173150994729,0.1163530621333245,0.7467159907238887,0.8949189681646876,0.8208174794442882,0.2260320701919395,0.37887756088790164,0.3024548155399206,955.0,3.0
kepler,381,no-PC,0,0,TN,6.240476068342105e-05,0.9999375952393166,1.6997557395370677e-05,3,2,5,0,0,0.0,0.0,0.06896551724137931,0.09950248756218906,0.0844474306119978,0.08162193297604148,0.08303468179401964,0.8343364187781327,0.9239826302781999,0.8791595245281663,0.22084172863836354,0.10916947830238481,0.16500560347037418,189.0,41.0
kepler,382,no-PC,0,0,TN,5.944542499491945e-05,0.9999405545750051,2.3754437279421836e-05,2,3,5,2,0,1.0,0.0,0.0559720139930035,0.08955223880597014,0.043878782407415926,0.06098695729572776,0.05243286985157185,0.7552620441572978,0.8841145668703586,0.8196883055138282,0.7821182073304316,0.10490148879102386,0.44350984806072774,33.0,27.0
kepler,383,no-PC,0,0,TN,1.148310868614999e-08,0.9999999885168913,9.854761451322247e-09,4,3,7,1,0,0.25,0.0,0.07596201899050475,0.1044776119402985,0.0922616271601788,0.08625912131704058,0.08926037423860969,0.8594117537191137,0.9107413109170298,0.8850765323180718,0.20737115286526014,0.08447320013333932,0.14592217649929973,975.0,30.0
kepler,384,no-PC,0,0,TN,1.149740683104028e-06,0.9999988502593169,6.296610877143394e-07,3,4,7,2,0,0.6666666666666666,0.0,0.05747126436781609,0.09950248756218906,0.047971741524177755,0.08609561229084461,0.06703367690751119,0.7998538059223399,0.9213138983634755,0.8605838521429077,0.5400047398870882,0.0679053830980179,0.303955061492553,95.0,40.0
kepler,385,PC,1,1,TP,0.6133236289024353,0.6133236289024353,0.025934454053640366,3,2,5,2,1,0.6666666666666666,0.5,0.07396301849075462,0.03980099502487562,0.06089832823546838,0.04748869843729031,0.05419351333637935,0.8448676278158356,0.8806416657744176,0.8627546467951266,0.43300269673772235,0.4457557788822088,0.4393792378099656,33.0,2.0
kepler,386,no-PC,0,0,TN,0.00041986737051047385,0.9995801326294895,0.00012180885823909193,3,2,5,1,0,0.3333333333333333,0.0,0.09195402298850575,0.06467661691542288,0.01213209029683654,0.1004911418765542,0.05631161608669537,0.8139282429760922,0.9323929232404546,0.8731605831082734,0.23748182429610698,0.11386749284207776,0.17567465856909237,318.0,84.0
kepler,387,no-PC,0,0,TN,0.0007681286078877747,0.9992318713921122,0.00016278837574645877,1,4,5,0,1,0.0,0.25,0.018490754622688656,0.0845771144278607,0.13168469214935158,0.07118560711132133,0.10143514963033645,0.7950332528735513,0.9333165196123914,0.8641748862429713,0.11372104674935796,0.19240350294630862,0.1530622748478333,984.0,33.0
kepler,388,no-PC,0,0,TN,5.83261589781614e-06,0.9999941673841022,2.389821929682512e-06,4,4,8,2,0,0.5,0.0,0.08295852073963018,0.0945273631840796,0.059242973529245485,0.09491344424748163,0.07707820888836356,0.8346486203957308,0.9147936866293154,0.8747211535125231,0.3636230087161676,0.08150124826285585,0.22256212848951173,15.0,23.0
kepler,389,no-PC,0,0,TN,0.20438101887702942,0.7956189811229706,0.029433459043502808,3,1,4,2,1,0.6666666666666666,1.0,0.05747126436781609,0.03482587064676617,0.10185020867243391,0.010729834332780793,0.056290021502607354,0.7696472839049857,0.7550970942901712,0.7623721890975785,0.4861104400324185,0.7436050204915079,0.6148577302619632,977.0,1.0
kepler,390,no-PC,0,0,TN,7.77401396589994e-08,0.9999999222598603,4.872004311096134e-08,4,3,7,0,0,0.0,0.0,0.09945027486256872,0.09950248756218906,0.07445292678124193,0.09818955689306008,0.08632124183715101,0.8319192739882837,0.9427448623553949,0.8873320681718393,0.0199256348369267,0.07947386435661029,0.0496997495967685,846.0,86.0
kepler,391,PC,1,1,TP,0.907352089881897,0.907352089881897,0.00931796245276928,4,4,8,1,2,0.25,0.5,0.05997001499250375,0.0945273631840796,0.07903227678161895,0.03496679829392738,0.05699953753777316,0.8137348266725222,0.8833164004182875,0.8485256135454049,0.18640152049351577,0.3836152922626335,0.2850084063780747,598.0,2.0
kepler,392,no-PC,0,0,TN,0.000188022997463122,0.9998119770025369,6.190914427861571e-05,1,5,6,0,2,0.0,0.4,0.01899050474762619,0.09950248756218906,0.052432198133093404,0.060958883917889076,0.056695541025491236,0.7899827675444699,0.9138555762131543,0.8519191718788122,0.06924161133736927,0.23441859944116433,0.1518301053892668,499.0,22.0
kepler,393,no-PC,0,0,TN,6.617837061639875e-05,0.9999338216293836,4.304482354200445e-05,4,1,5,0,1,0.0,1.0,0.08445777111444278,0.029850746268656716,0.09125251657314307,0.019651100578473454,0.05545180857580826,0.9496106904854368,0.7794456393596272,0.864528164922532,0.10003509055026905,0.6952728361777875,0.39765396336402825,246.0,1.0
kepler,394,no-PC,0,0,TN,8.291114994563031e-08,0.99999991708885,4.5215475807935945e-08,4,2,6,2,0,0.5,0.0,0.09795102448775612,0.1044776119402985,0.044390374919767064,0.0730488421852564,0.05871960855251173,0.8791506715672982,0.9171872960282782,0.8981689837977882,0.38448408676068735,0.08450934360187047,0.2344967151812789,7.0,38.0
kepler,395,PC,1,1,TP,0.5298869013786316,0.5298869013786316,0.025373676791787148,3,3,6,2,3,0.6666666666666666,1.0,0.05247376311844078,0.05970149253731343,0.062255475913932434,0.047125427041153356,0.054690451477542895,0.8181444514178551,0.891315756643001,0.854730104030428,0.5861753789958348,0.461082673277671,0.5236290261367529,67.0,3.0
kepler,396,no-PC,0,0,TN,6.24778735414111e-08,0.9999999375221265,3.868008846552584e-08,4,3,7,1,0,0.25,0.0,0.07496251874062969,0.0945273631840796,0.07142037660756051,0.07876640290122872,0.07509338975439461,0.8406164123428911,0.9180064719294101,0.8793114421361505,0.31165061705185826,0.07385720883285064,0.19275391294235444,721.0,31.0
kepler,397,PC,1,1,TP,0.9780340790748596,0.9780340790748596,0.004192491993308067,3,4,7,1,4,0.3333333333333333,1.0,0.04547726136931534,0.07462686567164178,0.0672860804549488,0.00967282551286692,0.03847945298390786,0.7852488157845255,0.7474863401951857,0.7663675779898556,0.3805039101160569,0.7400287744776319,0.5602663422968444,328.0,1.0
kepler,398,no-PC,0,0,TN,0.0003110333636868745,0.9996889666363131,7.864170765969902e-05,3,3,6,0,0,0.0,0.0,0.08345827086456771,0.1044776119402985,0.11360038277720066,0.0823038886133722,0.09795213569528644,0.8199444184968113,0.9312050038277345,0.8755747111622729,0.0766038573119441,0.0995422121806471,0.0880730347462956,794.0,49.0
kepler,399,no-PC,0,0,TN,0.004835264291614294,0.9951647357083857,0.0008595280232839286,1,2,3,0,2,0.0,1.0,0.0239880059970015,0.03482587064676617,0.05436896620358392,0.050103143649881124,0.05223605492673252,0.6828833645708404,0.8662864460805693,0.7745849053257048,0.26199992378622405,0.4496087138058737,0.3558043187960489,985.0,1.0
kepler,400,no-PC,0,0,TN,7.730583284626391e-09,0.9999999922694167,2.6054735258185246e-08,3,1,4,0,1,0.0,1.0,0.09245377311344327,0.03482587064676617,0.11206598284223102,0.021876807384188,0.06697139511320951,0.921809430374893,0.7786344767903125,0.8502219535826028,0.17580372162006236,0.7142320359394684,0.4450178787797654,932.0,1.0
kepler,401,no-PC,0,0,TN,2.9304303552635247e-06,0.9999970695696447,1.3461572052619886e-06,2,6,8,0,0,0.0,0.0,0.053973013493253376,0.0845771144278607,0.15986293599227597,0.08456239574557056,0.12221266586892326,0.8326690965575106,0.952326428347523,0.8924977624525168,0.2012184531871744,0.08870391370085273,0.14496118344401357,965.0,39.0
kepler,402,no-PC,0,0,TN,7.981017006386537e-06,0.9999920189829936,2.7623100322671235e-06,3,3,6,0,0,0.0,0.0,0.08395802098950525,0.07960199004975124,0.06957731859487959,0.07515166107336953,0.07236448983412455,0.8434309574056282,0.9066299935451563,0.8750304754753923,0.08847405430299074,0.07340043019627955,0.08093724224963514,459.0,23.0
kepler,403,no-PC,0,0,TN,0.00048000752576626837,0.9995199924742337,0.0001623999560251832,1,2,3,1,1,1.0,0.5,0.020989505247376312,0.05472636815920398,0.08952360982885929,0.054670236588958795,0.07209692320890904,0.7961936781479565,0.8680917966145512,0.8321427373812538,0.3532817459460155,0.4374122708709337,0.3953470084084746,163.0,1.0
kepler,404,no-PC,0,0,TN,9.589758747097221e-07,0.9999990410241253,5.818982913297077e-07,1,3,4,0,0,0.0,0.0,0.020989505247376312,0.09950248756218906,0.014920791455424274,0.09450837036100945,0.05471458090821686,0.7490555036586667,0.9355129547282897,0.8422842291934782,0.01906970979617905,0.09086063619593805,0.05496517299605855,465.0,85.0
kepler,405,no-PC,0,0,TN,4.5073429646436125e-06,0.9999954926570354,2.158811867047916e-06,1,5,6,0,0,0.0,0.0,0.02798600699650175,0.09950248756218906,0.07831273938844191,0.08169254530529163,0.08000264234686677,0.7837199646964899,0.9469456664417616,0.8653328155691258,0.04588386843044117,0.0912293095901695,0.06855658901030534,577.0,84.0
kepler,406,PC,1,1,TP,0.9877852201461792,0.9877852201461792,0.003508049761876464,3,3,6,1,3,0.3333333333333333,1.0,0.057971014492753624,0.09950248756218906,0.13582114053805872,0.012481519517989918,0.07415133002802432,0.7702987869970738,0.7683716967666834,0.7693352418818786,0.40211675827174587,0.7829238284113658,0.5925202933415559,985.0,1.0
kepler,407,PC,1,1,TP,0.6151972413063049,0.6151972413063049,0.02677406743168831,2,4,6,1,4,0.5,1.0,0.031484257871064465,0.0945273631840796,0.04173348334656518,0.06413512147103614,0.05293430240880066,0.7861018010873411,0.9438583841587247,0.8649800926230329,0.39660373640447233,0.3501132325677877,0.37335848448613,544.0,2.0
kepler,408,no-PC,0,0,TN,5.142431291460525e-06,0.9999948575687085,3.445439688221086e-06,1,4,5,0,0,0.0,0.0,0.025487256371814093,0.0945273631840796,0.06518346477011173,0.08223133214385372,0.07370739845698274,0.8105364537659049,0.9336852240200448,0.8721108388929748,0.10569994774765396,0.10342878387906695,0.10456436581336045,516.0,39.0
kepler,409,no-PC,0,0,TN,5.1134556997567415e-06,0.9999948865443002,2.9762884423689684e-06,2,2,4,0,1,0.0,0.5,0.04147926036981509,0.04975124378109453,0.1260268078354763,0.05371436368520664,0.08987058576034146,0.8137852244202881,0.8833528942017426,0.8485690593110153,0.1046292821798411,0.40136150587387676,0.25299539402685894,961.0,0.0
kepler,410,no-PC,0,0,TN,3.1982135624275543e-06,0.9999968017864376,1.7687287936496432e-06,1,5,6,1,0,1.0,0.0,0.021989005497251374,0.07462686567164178,0.026297665219166502,0.08928670981579762,0.05779218751748206,0.6896994831582338,0.9399311288964659,0.8148153060273499,0.8276745397567429,0.09123485108995696,0.45945469542334993,23.0,34.0
kepler,411,PC,1,1,TP,0.9617592692375183,0.9617592692375183,0.004001603927463293,2,6,8,0,5,0.0,0.8333333333333334,0.031484257871064465,0.1044776119402985,0.05348114472420348,0.04636029724403316,0.04992072098411832,0.7725391957056027,0.896890836743052,0.8347150162243273,0.14719505099720298,0.4226131337634421,0.28490409238032255,985.0,15.0
kepler,412,no-PC,0,0,TN,1.6515697325303336e-06,0.9999983484302675,1.2213574791530846e-06,5,2,7,2,1,0.4,0.5,0.09495252373813093,0.07960199004975124,0.08116497771458954,0.06086112476645206,0.07101305124052079,0.8906975168881011,0.8771549764229335,0.8839262466555173,0.2506962646465685,0.4051609988033338,0.3279286317249511,141.0,1.0
kepler,413,PC,1,1,TP,0.9530481696128845,0.9530481696128845,0.006468520034104586,1,4,5,0,4,0.0,1.0,0.020989505247376312,0.09950248756218906,0.09447626681589114,0.009659763495673903,0.05206801515578252,0.8056171698406702,0.768299598598921,0.7869583842197956,0.18404819049918442,0.7360541829098743,0.4600511867045294,475.0,2.0
kepler,414,no-PC,0,0,TN,1.2475672519940417e-05,0.9999875243274801,5.444844646262936e-06,3,5,8,0,1,0.0,0.2,0.049475262368815595,0.0845771144278607,0.13977272601141533,0.08206122002355035,0.11091697301748284,0.8022908771482639,0.956707206406674,0.8794990417774688,0.14779696769824935,0.16000010473658555,0.15389853621741745,815.0,39.0
kepler,415,no-PC,0,0,TN,0.02361040562391281,0.9763895943760872,0.003714934689924121,1,3,4,1,2,1.0,0.6666666666666666,0.02448775612193903,0.05970149253731343,0.04737944448400577,0.05436867034948213,0.05087405741674395,0.7498989980491426,0.8875387390474806,0.8187188685483116,0.7357815344485846,0.4122489824691512,0.5740152584588679,112.0,0.0
kepler,416,no-PC,0,0,TN,2.8492695491877384e-06,0.9999971507304508,1.3749749996350147e-06,1,4,5,0,0,0.0,0.0,0.03298350824587706,0.08955223880597014,0.13813526911717655,0.08928569558081376,0.11371048234899515,0.7879875380817885,0.934675921506993,0.8613317297943908,0.17151998830445003,0.08828688576011694,0.1299034370322835,964.0,89.0
kepler,417,no-PC,0,0,TN,4.2557882551363946e-08,0.9999999574421174,2.5827752381246682e-08,2,2,4,1,0,0.5,0.0,0.04297851074462768,0.09950248756218906,0.047804065740086596,0.08502079696199502,0.0664124313510408,0.8128534546619355,0.9314026579088961,0.8721280562854158,0.5043053583948123,0.07051776960155995,0.2874115639981861,87.0,78.0
kepler,418,PC,1,1,TP,0.9156196117401123,0.9156196117401123,0.010141926817595959,3,4,7,2,4,0.6666666666666666,1.0,0.06096951524237881,0.09950248756218906,0.05464859802083165,0.021801539804889712,0.03822506891286068,0.8296498072293559,0.8133543312424396,0.8215020692358977,0.563418733493175,0.6344889638068689,0.5989538486500219,52.0,0.0
kepler,419,no-PC,0,0,TN,0.022444186732172966,0.977555813267827,0.005290951579809189,2,2,4,0,2,0.0,1.0,0.04097951024487756,0.04975124378109453,0.22667961297524025,0.014557096668795465,0.12061835482201785,0.6605625099912373,0.778993063137145,0.7197777865641912,0.03535403254890078,0.7248127067539796,0.3800833696514402,984.0,1.0
kepler,420,no-PC,0,0,TN,0.0002751518622972071,0.9997248481377028,7.88856195867993e-05,1,5,6,1,0,1.0,0.0,0.03698150924537731,0.0945273631840796,0.04487721431722405,0.08973588103656979,0.06730654767689692,0.7793552172690751,0.9452637931595761,0.8623095052143256,0.7315181731431185,0.1277991317558235,0.429658652449471,29.0,29.0
kepler,421,no-PC,0,0,TN,1.4333578235437017e-07,0.9999998566642176,8.724008182525722e-08,1,4,5,0,0,0.0,0.0,0.03548225887056472,0.1044776119402985,0.042504084634102476,0.10970012324472445,0.07610210393941347,0.83316251551179,0.9188700845630807,0.8760163000374354,0.11373235777245325,0.09268095781755491,0.10320665779500407,464.0,77.0
kepler,422,PC,1,1,TP,0.9724149703979492,0.9724149703979492,0.003456963924691081,3,2,5,1,2,0.3333333333333333,1.0,0.04447776111944028,0.1044776119402985,0.057451021268742825,0.018913178477195494,0.03818209987296916,0.8263467089245069,0.7965449919872845,0.8114458504558957,0.22264640850925937,0.7404155180624913,0.4815309632858753,256.0,2.0
kepler,423,no-PC,0,0,TN,1.7642238390180864e-06,0.999998235776161,8.613898216935922e-07,1,5,6,0,0,0.0,0.0,0.02348825587206397,0.0845771144278607,0.009710630426545505,0.09529010048918662,0.052500365457866065,0.7246721675407628,0.9460544596031092,0.835363313571936,0.027670139245885034,0.08950711422801287,0.05858862673694895,252.0,79.0
